NODEID,ONSTREETNAME,FROMSTREETNAME,BOROUGH_CODE,WORK_START_DATE,WORK_END_DATE,PURPOSE
59834,38 AVENUE,214 PLACE,Q,10/28/2019 09:58:32,11/29/2019 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
59834,38 AVENUE,214 PLACE,Q,10/28/2019 09:58:33,11/29/2019 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
71894,COMMONWEALTH AVENUE,SOUNDVIEW AVENUE,X,06/02/2020 00:00:00,06/26/2020 23:59:59,DOT IN-HOUSE MILLING
71894,COMMONWEALTH AVENUE,SOUNDVIEW AVENUE,X,06/02/2020 00:00:00,06/26/2020 23:59:59,DOT IN-HOUSE PAVING
52779,LYVERE STREET,ZEREGA AVENUE,X,06/26/2020 08:20:07,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
29612,ARLINGTON AVENUE,ELTON STREET,B,06/17/2019 00:00:00,06/21/2019 23:59:59,DOT IN-HOUSE PAVING
29615,ARLINGTON AVENUE,LINWOOD STREET,B,06/17/2019 00:00:00,06/21/2019 23:59:59,DOT IN-HOUSE PAVING
77772,MADISON STREET,MECHANICS ALLEY,M,05/27/2020 12:18:47,06/27/2020 23:59:59,DOT IN-HOUSE MILLING
52786,EAST TREMONT AVENUE,PURDY STREET,X,06/26/2020 08:22:26,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
52812,RAMP,CASTLE HILL AVENUE,X,06/26/2020 09:41:33,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
52813,BRUCKNER BOULEVARD,CASTLE HILL AVENUE,X,06/26/2020 09:41:32,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
21190,9 AVENUE,WEST   24 STREET,M,05/01/2019 08:52:50,05/30/2019 23:59:59,DOT IN-HOUSE MILLING
21190,9 AVENUE,WEST   24 STREET,M,05/01/2019 08:52:51,05/30/2019 23:59:59,DOT IN-HOUSE PAVING
24206,LENOX AVENUE,WEST  119 STREET,M,08/20/2019 15:27:07,11/11/2019 23:58:59,CONTRACT ROADWAY MILLING
25628,AVENUE J,EAST   46 STREET,B,09/27/2019 00:00:00,09/30/2019 23:59:59,DOT IN-HOUSE MILLING
25633,AVENUE J,EAST   48 STREET,B,09/27/2019 00:00:00,09/30/2019 23:59:59,DOT IN-HOUSE MILLING
48583,DAVIDSON AVENUE,WEST  184 STREET,X,03/31/2019 00:00:00,06/01/2019 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
24293,8 AVENUE,WEST  136 STREET,M,08/13/2019 09:01:56,10/31/2019 23:58:59,CONTRACT ROADWAY MILLING
42463,8 AVENUE,WEST  143 STREET,M,08/13/2019 09:00:24,11/04/2019 23:58:59,CONTRACT ROADWAY MILLING-PROTECTED
52814,CASTLE HILL AVENUE,STORY AVENUE,X,06/26/2020 09:41:29,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
24288,8 AVENUE,WEST  135 STREET,M,08/20/2019 16:09:11,09/14/2019 23:59:59,DOT IN-HOUSE PAVING
24255,AMSTERDAM AVENUE,WEST  145 STREET,M,08/02/2019 09:53:28,08/31/2019 23:59:59,DOT IN-HOUSE PAVING
24255,AMSTERDAM AVENUE,WEST  145 STREET,M,08/08/2019 13:34:28,08/31/2019 23:59:59,DOT IN-HOUSE PAVING
52815,CASTLE HILL AVENUE,QUIMBY AVENUE,X,06/26/2020 09:41:31,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
61533,93 ROAD,224 STREET,Q,06/04/2019 09:14:37,09/02/2019 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
9031098,HIGH LINE,WEST   29 STREET,M,06/11/2019 08:04:22,08/25/2019 23:58:59,CONTRACT ROADWAY MILLING
24293,8 AVENUE,WEST  136 STREET,M,08/20/2019 16:09:13,09/14/2019 23:59:59,DOT IN-HOUSE PAVING
21248,7 AVENUE,WEST   24 STREET,M,05/09/2019 11:10:35,06/15/2019 23:59:59,DOT IN-HOUSE MILLING
52816,BRUCKNER BOULEVARD,CASTLE HILL AVENUE,X,06/26/2020 09:41:32,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
24337,AMSTERDAM AVENUE,WEST  146 STREET,M,08/08/2019 13:34:31,08/31/2019 23:59:59,DOT IN-HOUSE PAVING
59921,38 AVENUE,215 STREET,Q,10/28/2019 09:58:34,11/29/2019 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
59921,38 AVENUE,215 STREET,Q,10/28/2019 09:58:34,11/29/2019 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
42480,2 AVENUE,EAST  119 STREET,M,09/19/2019 10:43:20,10/12/2019 23:59:59,DOT IN-HOUSE PAVING
64948,SEDGWICK AVENUE,STEVENSON PLACE,X,08/05/2019 00:00:00,08/07/2019 23:59:59,DOT IN-HOUSE MILLING
31152,161 AVENUE,CROSS BAY BOULEVARD,Q,10/15/2019 09:22:09,12/13/2019 23:59:59,DOT IN-HOUSE PAVING
31893,158 AVENUE,CROSS BAY BOULEVARD,Q,10/15/2019 09:22:05,12/13/2019 23:59:59,DOT IN-HOUSE PAVING
59923,38 AVENUE,215 PLACE,Q,10/28/2019 09:58:35,11/29/2019 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
33372,CROSS BAY BOULEVARD,EAST    1 ROAD,Q,10/15/2019 08:16:35,12/13/2019 23:59:59,DOT IN-HOUSE PAVING
52851,ST RAYMOND AVENUE,ZEREGA AVENUE,X,06/23/2020 10:41:27,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
52851,ST RAYMOND AVENUE,ZEREGA AVENUE,X,06/26/2020 08:19:59,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
52854,FULLER STREET,ZEREGA AVENUE,X,06/23/2020 10:41:32,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
11803,72 STREET,BENNETT COURT,B,08/28/2019 00:00:00,09/06/2019 23:59:59,DOT IN-HOUSE MILLING
11903,7 AVENUE,72 STREET,B,08/28/2019 00:00:00,09/06/2019 23:59:59,DOT IN-HOUSE MILLING
11908,7 AVENUE,72 STREET,B,08/28/2019 00:00:00,09/06/2019 23:59:59,DOT IN-HOUSE MILLING
12063,72 STREET,RIDGE COURT,B,08/28/2019 00:00:00,09/06/2019 23:59:59,DOT IN-HOUSE MILLING
9042733,NEW UTRECHT AVENUE,NYCTA SUBWAY,B,07/25/2019 00:00:00,07/31/2019 23:59:59,DOT IN-HOUSE PAVING
12160,2 AVENUE,58 STREET,B,08/29/2019 00:00:00,09/06/2019 23:59:59,DOT IN-HOUSE PAVING
12161,2 AVENUE,57 STREET,B,08/29/2019 00:00:00,09/06/2019 23:59:59,DOT IN-HOUSE PAVING
12162,2 AVENUE,56 STREET,B,08/29/2019 00:00:00,09/06/2019 23:59:59,DOT IN-HOUSE PAVING
12163,2 AVENUE,55 STREET,B,08/29/2019 00:00:00,09/06/2019 23:59:59,DOT IN-HOUSE PAVING
12164,2 AVENUE,54 STREET,B,08/29/2019 00:00:00,09/06/2019 23:59:59,DOT IN-HOUSE PAVING
12221,2 AVENUE,53 STREET,B,08/29/2019 00:00:00,09/06/2019 23:59:59,DOT IN-HOUSE PAVING
12222,2 AVENUE,52 STREET,B,08/29/2019 00:00:00,09/06/2019 23:59:59,DOT IN-HOUSE PAVING
12223,2 AVENUE,51 STREET,B,08/29/2019 00:00:00,09/06/2019 23:59:59,DOT IN-HOUSE PAVING
12224,2 AVENUE,50 STREET,B,08/29/2019 00:00:00,09/06/2019 23:59:59,DOT IN-HOUSE PAVING
12225,2 AVENUE,49 STREET,B,08/29/2019 00:00:00,09/06/2019 23:59:59,DOT IN-HOUSE PAVING
41721,35 AVENUE,41 STREET,Q,07/17/2019 11:51:19,09/13/2019 23:59:59,DOT IN-HOUSE MILLING
41721,35 AVENUE,41 STREET,Q,07/17/2019 11:51:20,09/13/2019 23:59:59,DOT IN-HOUSE PAVING
41723,35 AVENUE,42 STREET,Q,07/17/2019 11:50:57,09/13/2019 23:59:59,DOT IN-HOUSE MILLING
41723,35 AVENUE,42 STREET,Q,07/17/2019 11:50:58,09/13/2019 23:59:59,DOT IN-HOUSE PAVING
59923,38 AVENUE,215 PLACE,Q,10/28/2019 09:58:36,11/29/2019 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
29357,NEW JERSEY AVENUE,SUTTER AVENUE,B,09/23/2019 00:00:00,09/27/2019 23:59:59,DOT IN-HOUSE PAVING
29359,SUTTER AVENUE,VERMONT STREET,B,09/23/2019 00:00:00,09/27/2019 23:59:59,DOT IN-HOUSE PAVING
52854,FULLER STREET,ZEREGA AVENUE,X,06/26/2020 08:20:05,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
29344,LIVONIA AVENUE,SHEFFIELD AVENUE,B,09/25/2019 00:00:00,09/30/2019 23:59:59,DOT IN-HOUSE PAVING
29412,BRADFORD STREET,LIVONIA AVENUE,B,09/25/2019 00:00:00,09/30/2019 23:59:59,DOT IN-HOUSE PAVING
52856,BUCK STREET,ZEREGA AVENUE,X,06/23/2020 10:41:31,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
52856,BUCK STREET,ZEREGA AVENUE,X,06/26/2020 08:20:04,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
52857,MACLAY AVENUE,ZEREGA AVENUE,X,06/23/2020 10:41:29,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
52857,MACLAY AVENUE,ZEREGA AVENUE,X,06/26/2020 08:20:03,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
52858,DORSEY STREET,ZEREGA AVENUE,X,06/23/2020 10:41:28,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
52858,DORSEY STREET,ZEREGA AVENUE,X,06/26/2020 08:20:01,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
41728,BROADWAY,STEINWAY STREET,Q,07/12/2019 14:47:13,09/13/2019 23:59:59,DOT IN-HOUSE PAVING
41729,41 STREET,BROADWAY,Q,07/12/2019 14:47:15,09/13/2019 23:59:59,DOT IN-HOUSE PAVING
41729,41 STREET,BROADWAY,Q,07/17/2019 11:51:14,09/13/2019 23:59:59,DOT IN-HOUSE MILLING
41729,41 STREET,BROADWAY,Q,07/17/2019 11:51:15,09/13/2019 23:59:59,DOT IN-HOUSE PAVING
13824,2 AVENUE,46 STREET,B,08/29/2019 00:00:00,09/06/2019 23:59:59,DOT IN-HOUSE PAVING
49617,EAST  212 STREET,ROCHAMBEAU AVENUE,X,08/28/2019 00:00:00,08/29/2019 23:59:59,DOT IN-HOUSE PAVING
49618,DEKALB AVENUE,EAST  213 STREET,X,08/28/2019 00:00:00,08/29/2019 23:59:59,DOT IN-HOUSE PAVING
41730,36 STREET,BROADWAY,Q,07/12/2019 14:41:13,09/13/2019 23:59:59,DOT IN-HOUSE MILLING
41764,39 AVENUE,46 STREET,Q,07/17/2019 13:54:36,09/13/2019 23:59:59,DOT IN-HOUSE MILLING
52860,ST RAYMOND AVENUE,ZEREGA AVENUE,X,06/23/2020 10:41:27,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
52865,EAST TREMONT AVENUE,LYVERE STREET,X,06/23/2020 10:43:36,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
52865,EAST TREMONT AVENUE,LYVERE STREET,X,06/26/2020 08:22:30,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
18134,DITMAS AVENUE,EAST   14 STREET,B,08/09/2021 00:00:00,08/12/2021 23:59:59,DOT IN-HOUSE PAVING
52870,EAST TREMONT AVENUE,PAULDING AVENUE,X,06/26/2020 08:22:32,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
68716,GILES PLACE,SEDGWICK AVENUE,X,08/05/2019 00:00:00,08/07/2019 23:59:59,DOT IN-HOUSE MILLING
68716,GILES PLACE,SEDGWICK AVENUE,X,08/05/2019 00:00:00,08/07/2019 23:59:59,DOT IN-HOUSE PAVING
52872,EAST TREMONT AVENUE,SEDDON STREET,X,06/23/2020 10:43:39,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
52872,EAST TREMONT AVENUE,SEDDON STREET,X,06/26/2020 08:22:33,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
52876,EAST TREMONT AVENUE,HONE AVENUE,X,06/23/2020 10:43:40,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
52876,EAST TREMONT AVENUE,HONE AVENUE,X,06/26/2020 08:22:35,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
42538,2 AVENUE,EAST  123 STREET,M,09/19/2019 10:43:30,10/12/2019 23:59:59,DOT IN-HOUSE PAVING
67844,EAST  222 STREET,WICKHAM AVENUE,X,10/07/2019 00:00:00,10/18/2019 23:59:59,DOT IN-HOUSE PAVING
45571,53 ROAD,72 PLACE,Q,09/06/2019 12:11:50,10/25/2019 23:59:59,DOT IN-HOUSE PAVING
45572,53 ROAD,72 PLACE,Q,09/06/2019 11:55:56,10/25/2019 23:59:59,DOT IN-HOUSE MILLING
45572,53 ROAD,72 PLACE,Q,09/06/2019 11:55:57,10/25/2019 23:59:59,DOT IN-HOUSE PAVING
60040,26 AVENUE,BAYSIDE LANE,Q,09/17/2019 16:00:48,10/25/2019 23:59:59,DOT IN-HOUSE MILLING
60040,26 AVENUE,BAYSIDE LANE,Q,09/17/2019 16:00:48,10/25/2019 23:59:59,DOT IN-HOUSE PAVING
60049,166 STREET,BAYSIDE LANE,Q,09/17/2019 15:58:26,10/25/2019 23:59:59,DOT IN-HOUSE PAVING
15519,ATLANTIC AVENUE,FURMAN STREET,B,07/10/2019 08:02:46,10/06/2019 23:58:59,CONTRACT ROADWAY MILLING
52877,EAST TREMONT AVENUE,ST PETERS AVENUE,X,06/23/2020 10:43:42,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
15519,ATLANTIC AVENUE,FURMAN STREET,B,07/30/2019 00:00:00,08/06/2019 23:59:59,DOT IN-HOUSE PAVING
15521,ATLANTIC AVENUE,COLUMBIA STREET,B,07/30/2019 00:00:00,08/06/2019 23:59:59,DOT IN-HOUSE PAVING
41772,45 STREET,NORTHERN BOULEVARD,Q,07/17/2019 11:38:30,09/14/2019 23:59:59,DOT IN-HOUSE MILLING
41772,45 STREET,NORTHERN BOULEVARD,Q,07/17/2019 11:38:31,09/14/2019 23:59:59,DOT IN-HOUSE PAVING
20113,GREENWICH STREET,VANDAM STREET,M,08/17/2019 00:00:00,08/26/2019 23:58:59,PLACE CRANE OR SHOVEL ON STREET
20630,WASHINGTON PLACE,WASHINGTON SQUARE EAST,M,08/05/2019 00:00:00,09/01/2019 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
20631,UNIVERSITY PLACE,WASHINGTON SQUARE NORTH,M,08/05/2019 00:00:00,09/01/2019 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
20677,FORSYTH STREET,RIVINGTON STREET,M,06/29/2019 00:00:00,09/01/2019 23:58:59,DDC CONTRACTOR MAJOR RECONSTRUCTION-PROT
70491,DELLWOOD ROAD,DEAD END,S,06/25/2019 09:15:08,07/25/2019 23:58:59,REPAIR GAS
20679,ELDRIDGE STREET,RIVINGTON STREET,M,06/29/2019 00:00:00,09/01/2019 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
15340,JOHN STREET,WILLIAM STREET,M,07/09/2019 00:00:00,09/29/2019 23:58:59,DDC CONTRACTOR MAJOR RECONSTRUCTION-PROT
21387,BROADWAY,WEST   32 STREET,M,06/11/2019 07:55:24,08/25/2019 23:58:59,CONTRACT ROADWAY MILLING
21338,7 AVENUE,WEST   32 STREET,M,06/10/2019 15:37:57,09/04/2019 23:58:59,CONTRACT ROADWAY MILLING
52877,EAST TREMONT AVENUE,ST PETERS AVENUE,X,06/26/2020 08:22:36,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
9038684,HUDSON BOULEVARD,WEST   35 STREET,M,03/01/2021 09:46:12,03/24/2021 23:58:59,MICRO TRENCHING
52879,EAST TREMONT AVENUE,LURTING AVENUE,X,06/23/2020 10:43:44,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
21373,BROADWAY,WEST   26 STREET,M,06/11/2019 07:44:52,09/04/2019 23:58:59,CONTRACT ROADWAY MILLING
21383,6 AVENUE,WEST   32 STREET,M,06/10/2019 15:37:56,09/04/2019 23:58:59,CONTRACT ROADWAY MILLING
21387,BROADWAY,WEST   32 STREET,M,06/11/2019 07:44:38,09/04/2019 23:58:59,CONTRACT ROADWAY MILLING
41766,39 AVENUE,48 STREET,Q,07/17/2019 13:54:42,09/13/2019 23:59:59,DOT IN-HOUSE PAVING
41767,48 STREET,BARNETT AVENUE,Q,07/17/2019 13:55:25,09/13/2019 23:59:59,DOT IN-HOUSE MILLING
41767,48 STREET,BARNETT AVENUE,Q,07/17/2019 13:55:25,09/13/2019 23:59:59,DOT IN-HOUSE PAVING
21538,7 AVENUE,WEST   53 STREET,M,06/04/2019 08:54:52,08/25/2019 23:58:59,CONTRACT ROADWAY MILLING
23485,EAST   77 STREET,PARK AVENUE,M,09/06/2019 15:05:41,11/15/2019 23:58:59,CONTRACT ROADWAY MILLING
59984,48 AVENUE,215 PLACE,Q,10/04/2019 15:46:44,12/27/2019 23:59:59,DOT IN-HOUSE PAVING
59985,48 AVENUE,49 AVENUE,Q,10/04/2019 15:46:50,12/27/2019 23:59:59,DOT IN-HOUSE MILLING
59985,48 AVENUE,49 AVENUE,Q,10/04/2019 15:46:51,12/27/2019 23:59:59,DOT IN-HOUSE PAVING
59985,48 AVENUE,216 STREET,Q,10/04/2019 15:46:55,12/27/2019 23:59:59,DOT IN-HOUSE MILLING
21086,11 AVENUE,WEST   26 STREET,M,05/01/2019 08:48:00,05/30/2019 23:59:59,DOT IN-HOUSE PAVING
21094,11 AVENUE,WEST   27 STREET,M,05/01/2019 08:48:01,05/30/2019 23:59:59,DOT IN-HOUSE MILLING
23503,CENTRAL PARK WEST,WEST   97 STREET,M,10/22/2019 16:37:26,11/15/2019 23:58:59,CONTRACT ROADWAY MILLING
23508,CENTRAL PARK WEST,WEST  100 STREET,M,10/16/2019 15:23:23,11/15/2019 23:58:59,CONTRACT ROADWAY MILLING
23739,EAST  103 STREET,LEXINGTON AVENUE,M,08/30/2019 15:47:45,11/15/2019 23:58:59,CONTRACT ROADWAY MILLING
52879,EAST TREMONT AVENUE,LURTING AVENUE,X,06/26/2020 08:22:38,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
17434,DEAD END,EAST   10 STREET,B,07/24/2019 00:00:00,07/30/2019 23:59:59,DOT IN-HOUSE MILLING
17436,DEAD END,EAST   10 STREET,B,07/24/2019 00:00:00,07/30/2019 23:59:59,DOT IN-HOUSE MILLING
21826,2 AVENUE,EAST   27 STREET,M,06/10/2019 15:38:06,09/04/2019 23:58:59,CONTRACT ROADWAY MILLING
28076,AMORY COURT,METROPOLITAN AVENUE,Q,07/12/2019 14:55:16,09/13/2019 23:59:59,DOT IN-HOUSE PAVING
28081,METROPOLITAN AVENUE,TONSOR STREET,Q,07/12/2019 14:55:20,09/13/2019 23:59:59,DOT IN-HOUSE PAVING
41777,34 AVENUE,48 STREET,Q,07/17/2019 11:20:27,09/13/2019 23:59:59,DOT IN-HOUSE MILLING
69750,6 AVENUE,FT HAMILTON PARKWAY,B,08/13/2019 00:00:00,08/19/2019 23:59:59,DOT IN-HOUSE MILLING
69751,6 AVENUE,BEND,B,08/13/2019 00:00:00,08/19/2019 23:59:59,DOT IN-HOUSE MILLING
41782,42 STREET,BROADWAY,Q,07/12/2019 14:47:17,09/13/2019 23:59:59,DOT IN-HOUSE PAVING
41782,42 STREET,BROADWAY,Q,07/17/2019 11:50:51,09/13/2019 23:59:59,DOT IN-HOUSE MILLING
21094,11 AVENUE,WEST   27 STREET,M,05/01/2019 08:48:02,05/30/2019 23:59:59,DOT IN-HOUSE PAVING
21095,11 AVENUE,WEST   28 STREET,M,05/01/2019 08:48:03,05/30/2019 23:59:59,DOT IN-HOUSE MILLING
21095,11 AVENUE,WEST   28 STREET,M,05/01/2019 08:48:04,05/30/2019 23:59:59,DOT IN-HOUSE PAVING
21135,9 AVENUE,WEST   22 STREET,M,05/01/2019 08:52:46,05/30/2019 23:59:59,DOT IN-HOUSE MILLING
21135,9 AVENUE,WEST   22 STREET,M,05/01/2019 08:52:46,05/30/2019 23:59:59,DOT IN-HOUSE PAVING
21136,9 AVENUE,WEST   23 STREET,M,05/01/2019 08:52:48,05/30/2019 23:59:59,DOT IN-HOUSE MILLING
21136,9 AVENUE,WEST   23 STREET,M,05/01/2019 08:52:49,05/30/2019 23:59:59,DOT IN-HOUSE PAVING
21539,7 AVENUE,WEST   54 STREET,M,06/04/2019 08:54:53,08/25/2019 23:58:59,CONTRACT ROADWAY MILLING
21540,7 AVENUE,WEST   55 STREET,M,06/04/2019 08:54:55,08/25/2019 23:58:59,CONTRACT ROADWAY MILLING
21541,7 AVENUE,WEST   56 STREET,M,06/04/2019 08:54:56,08/25/2019 23:58:59,CONTRACT ROADWAY MILLING
21550,7 AVENUE,WEST   58 STREET,M,06/04/2019 08:54:58,08/25/2019 23:58:59,CONTRACT ROADWAY MILLING
21826,2 AVENUE,EAST   27 STREET,M,06/04/2019 08:54:50,08/25/2019 23:58:59,CONTRACT ROADWAY MILLING
52881,EAST TREMONT AVENUE,MONTGOMERY PLACE,X,06/23/2020 10:43:45,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
22677,2 AVENUE,EAST   50 STREET,M,06/11/2019 08:49:53,09/05/2019 23:58:59,CONTRACT ROADWAY MILLING
41783,43 STREET,BROADWAY,Q,07/17/2019 11:38:52,09/13/2019 23:59:59,DOT IN-HOUSE MILLING
13693,19 AVENUE,61 STREET,B,08/20/2019 00:00:00,08/23/2019 23:59:59,DOT IN-HOUSE PAVING
13222,16 AVENUE,BENSON AVENUE,B,05/13/2019 00:00:00,05/16/2019 23:59:59,DOT IN-HOUSE PAVING
13223,BAY   13 STREET,BENSON AVENUE,B,05/13/2019 00:00:00,05/16/2019 23:59:59,DOT IN-HOUSE PAVING
13226,BAY   11 STREET,BENSON AVENUE,B,05/13/2019 00:00:00,05/16/2019 23:59:59,DOT IN-HOUSE PAVING
13275,BAY   14 STREET,BENSON AVENUE,B,05/13/2019 00:00:00,05/16/2019 23:59:59,DOT IN-HOUSE PAVING
13279,BAY   16 STREET,BENSON AVENUE,B,05/13/2019 00:00:00,05/16/2019 23:59:59,DOT IN-HOUSE PAVING
13280,BAY   17 STREET,BENSON AVENUE,B,05/13/2019 00:00:00,05/16/2019 23:59:59,DOT IN-HOUSE PAVING
13694,19 AVENUE,60 STREET,B,08/20/2019 00:00:00,08/23/2019 23:59:59,DOT IN-HOUSE PAVING
7584,MAPLE TERRACE,DUSTAN STREET,S,05/20/2019 12:41:47,08/18/2019 23:58:59,MAJOR INSTALLATION - GAS
41783,43 STREET,BROADWAY,Q,07/17/2019 11:38:53,09/13/2019 23:59:59,DOT IN-HOUSE PAVING
22473,EAST   37 STREET,LEXINGTON AVENUE,M,06/05/2019 13:55:24,09/01/2019 23:58:59,CONTRACT ROADWAY MILLING-PROTECTED
22479,3 AVENUE,EAST   37 STREET,M,06/05/2019 13:55:24,09/01/2019 23:58:59,CONTRACT ROADWAY MILLING
41784,44 STREET,BROADWAY,Q,07/12/2019 14:47:20,09/13/2019 23:59:59,DOT IN-HOUSE PAVING
11643,3 AVENUE,88 STREET,B,10/29/2019 00:00:00,11/05/2019 23:59:59,DOT IN-HOUSE PAVING
52881,EAST TREMONT AVENUE,MONTGOMERY PLACE,X,06/26/2020 08:22:40,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
45250,64 STREET,TYLER AVENUE,Q,08/12/2019 00:00:00,10/01/2019 23:58:59,CONTRACT ROADWAY MILLING
45259,51 AVENUE,64 STREET,Q,08/12/2019 00:00:00,10/01/2019 23:58:59,CONTRACT ROADWAY MILLING
11645,3 AVENUE,87 STREET,B,10/29/2019 00:00:00,11/05/2019 23:59:59,DOT IN-HOUSE PAVING
13695,19 AVENUE,59 STREET,B,08/20/2019 00:00:00,08/23/2019 23:59:59,DOT IN-HOUSE PAVING
13697,19 AVENUE,58 STREET,B,08/20/2019 00:00:00,08/23/2019 23:59:59,DOT IN-HOUSE PAVING
13758,19 AVENUE,55 STREET,B,08/20/2019 00:00:00,08/23/2019 23:59:59,DOT IN-HOUSE PAVING
13759,19 AVENUE,54 STREET,B,08/20/2019 00:00:00,08/23/2019 23:59:59,DOT IN-HOUSE PAVING
22685,3 AVENUE,EAST   55 STREET,M,06/04/2019 08:55:00,08/25/2019 23:58:59,CONTRACT ROADWAY MILLING
22747,2 AVENUE,EAST   55 STREET,M,06/04/2019 08:55:01,08/25/2019 23:58:59,CONTRACT ROADWAY MILLING
11646,3 AVENUE,86 STREET,B,10/29/2019 00:00:00,11/05/2019 23:59:59,DOT IN-HOUSE PAVING
29761,DINSMORE PLACE,RICHMOND STREET,B,12/02/2019 15:59:49,12/05/2019 23:58:59,PLACE CRANE OR SHOVEL ON STREET
29761,DINSMORE PLACE,RICHMOND STREET,B,12/02/2019 15:59:50,12/05/2019 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
50769,98 STREET,ALSTYNE AVENUE,Q,09/14/2020 11:06:42,11/27/2020 23:59:59,DOT IN-HOUSE PAVING
52973,EAST TREMONT AVENUE,OVERING STREET,X,06/23/2020 10:43:47,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
13645,17 AVENUE,56 STREET,B,07/23/2019 00:00:00,07/26/2019 23:59:59,DOT IN-HOUSE MILLING
13646,17 AVENUE,56 STREET,B,07/23/2019 00:00:00,07/26/2019 23:59:59,DOT IN-HOUSE MILLING
53006,NARRAGANSETT AVENUE,SEMINOLE AVENUE,X,06/19/2020 15:13:22,06/30/2020 23:59:59,DOT IN-HOUSE MILLING
53006,NARRAGANSETT AVENUE,SEMINOLE AVENUE,X,06/19/2020 15:13:23,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
9034821,BRONX RVR PKWY SB EN WEBSTER AVE,WEBSTER AVENUE,X,10/07/2019 00:00:00,10/18/2019 23:59:59,DOT IN-HOUSE PAVING
11653,3 AVENUE,83 STREET,B,10/29/2019 00:00:00,11/05/2019 23:59:59,DOT IN-HOUSE PAVING
11654,3 AVENUE,82 STREET,B,10/29/2019 00:00:00,11/05/2019 23:59:59,DOT IN-HOUSE PAVING
11742,3 AVENUE,81 STREET,B,10/29/2019 00:00:00,11/05/2019 23:59:59,DOT IN-HOUSE PAVING
53083,COMMERCE AVENUE,HAVILAND AVENUE,X,06/23/2020 10:53:34,06/30/2020 23:59:59,DOT IN-HOUSE PAVING
48669,AQUEDUCT AVENUE,WEST  188 STREET,X,09/05/2019 00:00:00,09/06/2019 23:59:59,DOT IN-HOUSE MILLING
48669,AQUEDUCT AVENUE,WEST  188 STREET,X,09/05/2019 00:00:00,09/06/2019 23:59:59,DOT IN-HOUSE PAVING
